title,price,meterage,district,floor,build_year,rooms,link
۷۲ متری دو نبش ، نورخور ، آبشار ، خیابان دولو,8000000000,72.0,آبشار,3.0,1386.0,1.0,https://divar.ir/v/%DB%B7%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D9%86%D8%A8%D8%B4-%D9%86%D9%88%D8%B1%D8%AE%D9%88%D8%B1-%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AF%D9%88%D9%84%D9%88/gaSxRNEZ?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaSxRNEZ_N
پیروزی شکوفه/۹۲ متر/پارکینگ/اسانسور,17900000000,92.0,شکوفه,4.0,1387.0,2.0,https://divar.ir/v/%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DB%B9%DB%B2-%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1/gatxuRH8?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gatxuRH8_N
۴۵ متر/تکواحدی/نورگیر/ فول بازسازی/پیروزی,6000000000,45.0,شکوفه,4.0,1390.0,1.0,https://divar.ir/v/%DB%B4%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C/ga2ZuLg1?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2ZuLg1_N
۷۵ متر/پارکینگ/بلوار قیام,8200000000,75.0,قیام,2.0,1386.0,2.0,https://divar.ir/v/%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D9%84%D9%88%D8%A7%D8%B1-%D9%82%DB%8C%D8%A7%D9%85/gafhhQOO?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafhhQOO_N
فروش فوری ۹۳ متری خوش نقشه صوفیانی,10500000000,93.0,قیام,1.0,1386.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%DB%B9%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B5%D9%88%D9%81%DB%8C%D8%A7%D9%86%DB%8C/gaGRMaDD?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaGRMaDD_N
۱۱۵متر،۲خواب(شکوفه بیدهندی)نوساز،پارکینگ آسانسور,27000000000,115.0,شکوفه,3.0,1405.0,2.0,https://divar.ir/v/%DB%B1%DB%B1%DB%B5%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D8%A8%DB%8C%D8%AF%D9%87%D9%86%D8%AF%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1/ga29CZ9u?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga29CZ9u_N
۹۸متر*دو خواب*تک واحدی,10850000000,98.0,قیام,2.0,1393.0,2.0,https://divar.ir/v/%DB%B9%DB%B8%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaqVAxFv?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaqVAxFv_N
آپارتمان59متر1خ آسانسورشکوفه گیلکی عامری کیامنش,8500000000,59.0,شکوفه,1.0,1394.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8659%D9%85%D8%AA%D8%B11%D8%AE-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%AF%DB%8C%D9%84%DA%A9%DB%8C-%D8%B9%D8%A7%D9%85%D8%B1%DB%8C-%DA%A9%DB%8C%D8%A7%D9%85%D9%86%D8%B4/gai5jsIr?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gai5jsIr_N
۱۰۵متری در قلب شکوفه// فروش فوری,13400000000,105.0,شکوفه,2.0,1380.0,2.0,https://divar.ir/v/%DB%B1%DB%B0%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%82%D9%84%D8%A8-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C/gajtJiDe?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gajtJiDe_N
۴۹ متری ، نورگیر ، خوش نقشه ، عروسک,5200000000,49.0,شکوفه,2.0,1381.0,1.0,https://divar.ir/v/%DB%B4%DB%B9-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9/ga1F90c5?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga1F90c5_N
آپارتمان ۵۸ متری شیک و تمیز - خیابان کرمان غربی,6750000000,58.0,شکوفه,2.0,1385.0,1.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%B4%DB%8C%DA%A9-%D9%88-%D8%AA%D9%85%DB%8C%D8%B2-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%DA%A9%D8%B1%D9%85%D8%A7%D9%86-%D8%BA%D8%B1%D8%A8%DB%8C/gafxwx0N?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gafxwx0N_N
آپارتمان 77متر فول تکواحد شکوفه گیلکی عامری کیامنش,16000000000,77.0,شکوفه,4.0,1402.0,2.0,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-77%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%DA%AF%DB%8C%D9%84%DA%A9%DB%8C-%D8%B9%D8%A7%D9%85%D8%B1%DB%8C-%DA%A9%DB%8C%D8%A7%D9%85%D9%86%D8%B4/ga0d0IMo?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0d0IMo_N
فول بازسازی ۷۸ متر جنوبی طبقه اول مترو امیرکبیر,14000000000,78.0,شکوفه,1.0,1383.0,2.0,https://divar.ir/v/%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%D8%AC%D9%86%D9%88%D8%A8%DB%8C-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D9%85%D8%AA%D8%B1%D9%88-%D8%A7%D9%85%DB%8C%D8%B1%DA%A9%D8%A8%DB%8C%D8%B1/ga0Nka4i?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0Nka4i_N
فروش آپارتمان ۱۱۲متر تکواحد خیابان ایران,27000000000,112.0,ایران,4.0,1400.0,2.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B1%DB%B2%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/gau8EouW?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gau8EouW_N
خوش نقشه ، 130متر ، موقعیت عالی,34500000000,130.0,ایران,6.0,1396.0,3.0,https://divar.ir/v/%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-130%D9%85%D8%AA%D8%B1-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%B9%D8%A7%D9%84%DB%8C/gaiJkCf0?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaiJkCf0_N
۹۱متر سالن پرده خور,12200000000,91.0,ایران,1.0,1390.0,2.0,https://divar.ir/v/%DB%B9%DB%B1%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1/ga01TSfq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga01TSfq_N
۷۲متر/۲خواب/فول امکانات/شکوفه خشرو,16600000000,72.0,شکوفه,4.0,1403.0,2.0,https://divar.ir/v/%DB%B7%DB%B2%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D8%AE%D8%B4%D8%B1%D9%88/ga0xDnE9?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga0xDnE9_N
۵۸متر/تک خواب/پیروزی/آسانسور دار/شکوفه,7200000000,58.0,شکوفه,4.0,1382.0,1.0,https://divar.ir/v/%DB%B5%DB%B8%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%AF%D8%A7%D8%B1-%D8%B4%DA%A9%D9%88%D9%81%D9%87/gaOMcp1N?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaOMcp1N_N
آجودانیه ۳۰۰ متر ۴ خواب,160000000000,300.0,آجودانیه,3.0,1396.0,4.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B3%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8/gaw9nCul?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaw9nCul_N
۳۰۵ متر ۴ خواب اقدسیه,165000000000,305.0,آجودانیه,4.0,1394.0,4.0,https://divar.ir/v/%DB%B3%DB%B0%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B4-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87/gayYaN5T?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gayYaN5T_N
فروش آپارتمان ۲۰۰ متری کلید نخورده در آجودانیه,120000000000,200.0,آجودانیه,5.0,1405.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/ga2xtgp7?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga2xtgp7_N
آجودانیه/۲۰۰متر/۳خواب مستر/فول‌مشاعات,120000000000,200.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gaXxCS5A?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaXxCS5A_N
۱۶۵متر آجودانیه ویو دار,75000000000,165.0,آجودانیه,8.0,1385.0,3.0,https://divar.ir/v/%DB%B1%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%88%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1/ga29v5Gn?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga29v5Gn_N
۱۸۰ متر آجودانیه / فول آپشن /لوکس و خوش‌نقشه,124860000000,180.0,آجودانیه,5.0,1398.0,3.0,https://divar.ir/v/%DB%B1%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86-%D9%84%D9%88%DA%A9%D8%B3-%D9%88-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/gaRl-GRD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRl-GRD_N
اپارتمان ۱۷۰ متر مربع,100000000000,170.0,آجودانیه,2.0,1404.0,3.0,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%D9%85%D8%B1%D8%A8%D8%B9/gawp6KXD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawp6KXD_N
آجودانیه ۲۵۰ متر ساختمان مدرن فول مشاعات,172000000000,250.0,آجودانیه,3.0,1405.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D9%85%D8%AF%D8%B1%D9%86-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/ga0NDbmG?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga0NDbmG_N
آجودانیه ۱۸۵ متر ۳ خواب مستر کلاسیک,98000000000,185.0,آجودانیه,3.0,1394.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%DA%A9%D9%84%D8%A7%D8%B3%DB%8C%DA%A9/ga0RFU-a?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga0RFU-a_N
۹۰ متر آجودانیه / فول مشاعات کامل نور مستقیم,52000000000,90.0,آجودانیه,1.0,1396.0,2.0,https://divar.ir/v/%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DA%A9%D8%A7%D9%85%D9%84-%D9%86%D9%88%D8%B1-%D9%85%D8%B3%D8%AA%D9%82%DB%8C%D9%85/gal9aKBQ?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gal9aKBQ_N
فروش آپارتمان 135 متری در آجودانیه,47000000000,135.0,آجودانیه,1.0,1390.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-135-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/galBfS7O?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_galBfS7O_N
آجودانیه/ ۲۰۶ متر برج باغ / طبقه ۱۰,169700000000,206.0,آجودانیه,10.0,1402.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B0%DB%B6-%D9%85%D8%AA%D8%B1-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA-%D8%B7%D8%A8%D9%82%D9%87-%DB%B1%DB%B0/ganZzJ18?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganZzJ18_N
آجودانیه۱۰۰متر۲خواب/دسترسی ایده آل/نورگیرجنوبوشمال,46000000000,100.0,آجودانیه,3.0,1388.0,2.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AF%D8%B3%D8%AA%D8%B1%D8%B3%DB%8C-%D8%A7%DB%8C%D8%AF%D9%87-%D8%A2%D9%84-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1%D8%AC%D9%86%D9%88%D8%A8%D9%88%D8%B4%D9%85%D8%A7%D9%84/gaz1Mg3U?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaz1Mg3U_N
۱۸۰متر آجودانیه ۳خواب مستر,136000000000,180.0,آجودانیه,2.0,1405.0,3.0,https://divar.ir/v/%DB%B1%DB%B8%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1/gazh071F?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gazh071F_N
اجودانیه ۱۵۰ متر سه خواب فول نوساز,127500000000,150.0,آجودانیه,2.0,1405.0,3.0,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gazNjyaS?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gazNjyaS_N
۱۹۰ متر آجودانیه / فول مشاعات (پلان مهندسی) ۲پ,110000000000,190.0,آجودانیه,4.0,1396.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%BE%D9%84%D8%A7%D9%86-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%DB%B2%D9%BE/gaRdvxxb?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRdvxxb_N
آجودانیه/۲۲۰متر/۳خواب مستر /نوساز,125000000000,220.0,آجودانیه,6.0,1405.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B2%DB%B0%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gaKdGPX5?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaKdGPX5_N
فروش واحد ۲۲۱متری متریال استثنایی در اجودانیه,170000000000,221.0,آجودانیه,8.0,1403.0,3.0,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%88%D8%A7%D8%AD%D8%AF-%DB%B2%DB%B2%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D9%85%D8%AA%D8%B1%DB%8C%D8%A7%D9%84-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C-%D8%AF%D8%B1-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gawJp--2?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawJp--2_N
آجودانیه ۲۶۵متر ۳تراس بزرگ,130000000000,265.0,آجودانیه,6.0,1390.0,4.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AA%D8%B1%D8%A7%D8%B3-%D8%A8%D8%B2%D8%B1%DA%AF/gadJ-aES?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gadJ-aES_N
جواهر آجودانیه ۱۸۵ متری ۳خواب۲۰۰متر قدرالسهم کاسبی,130390000000,185.0,آجودانیه,2.0,1385.0,3.0,https://divar.ir/v/%D8%AC%D9%88%D8%A7%D9%87%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8%DB%B2%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%DA%A9%D8%A7%D8%B3%D8%A8%DB%8C/gawd2sBw?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gawd2sBw_N
اجودانیه ۲۲۶ متر + ۴۰ متر سوئیت ۳خواب تکواحدی,115000000000,226.0,آجودانیه,3.0,1388.0,3.0,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B2%DB%B6-%D9%85%D8%AA%D8%B1-%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D9%88%D8%A6%DB%8C%D8%AA-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaStBlAX?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaStBlAX_N
آجودانیه ۱۹۰ متر ۳ خوابه نور ویو شمال و جنوب,111000000000,190.0,آجودانیه,4.0,1398.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%86%D9%88%D8%B1-%D9%88%DB%8C%D9%88-%D8%B4%D9%85%D8%A7%D9%84-%D9%88-%D8%AC%D9%86%D9%88%D8%A8/gaw1DfpB?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaw1DfpB_N
آجودانیه ۱۸۰ متر بنا ۱۰۱ متر قدرالسهم فروش و تهاطر,70000000000,180.0,آجودانیه,1.0,1382.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A8%D9%86%D8%A7-%DB%B1%DB%B0%DB%B1-%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%AA%D9%87%D8%A7%D8%B7%D8%B1/gaA58MA3?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaA58MA3_N
۱۹۱ متر تک واحد زیر قیمت سرمایه گذاری آجودانیه,98000000000,191.0,آجودانیه,4.0,1398.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B1-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/ganljdCw?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ganljdCw_N
آجودانیه۱۴۵متر۳خواب/لابی/روف/فرعی دنج مشجر,60000000000,145.0,آجودانیه,1.0,1401.0,3.0,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B4%DB%B5%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%84%D8%A7%D8%A8%DB%8C-%D8%B1%D9%88%D9%81-%D9%81%D8%B1%D8%B9%DB%8C-%D8%AF%D9%86%D8%AC-%D9%85%D8%B4%D8%AC%D8%B1/gavZdBUY?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gavZdBUY_N
۱۹۰متر/ سه خواب/ تک واحدی/ آجودانیه,99000000000,190.0,آجودانیه,4.0,1395.0,3.0,https://divar.ir/v/%DB%B1%DB%B9%DB%B0%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaDVGsC4?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaDVGsC4_N
سپند ۱۹۰ متر ۳ خواب ۱ مستر / بازسازی شده,77000000000,190.0,آجودانیه,1.0,1385.0,3.0,https://divar.ir/v/%D8%B3%D9%BE%D9%86%D8%AF-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%DB%B1-%D9%85%D8%B3%D8%AA%D8%B1-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87/gaE9OLWm?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaE9OLWm_N
