title,price,meterage,district,link,floor,build_year,rooms
۱۱۰متر* روبه‌آفتاب * خاص‌پسند/ به قیمت,27300000000,110.0,تهرانپارس غربی,https://divar.ir/v/%DB%B1%DB%B1%DB%B0%D9%85%D8%AA%D8%B1-%D8%B1%D9%88%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%AE%D8%A7%D8%B5-%D9%BE%D8%B3%D9%86%D8%AF-%D8%A8%D9%87-%D9%82%DB%8C%D9%85%D8%AA/ga3dSWHs?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3dSWHs_N,۳ از ۵,۱۴۰۲,۲
۱۰۷متر ۲خ فول بازسازی شده پارسیان تهرانپارس,25500000000,107.0,تهرانپارس غربی,https://divar.ir/v/%DB%B1%DB%B0%DB%B7%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%BE%D8%A7%D8%B1%D8%B3%DB%8C%D8%A7%D9%86-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3/gaUh5K9c?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaUh5K9c_N,۲ از ۵,۱۳۸۴,۲
۴۵مترطبقه اول محبوب مجازمتروکمیل,4800000000,45.0,مخصوص,https://divar.ir/v/%DB%B4%DB%B5%D9%85%D8%AA%D8%B1%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D9%85%D8%AD%D8%A8%D9%88%D8%A8-%D9%85%D8%AC%D8%A7%D8%B2%D9%85%D8%AA%D8%B1%D9%88%DA%A9%D9%85%DB%8C%D9%84/ga21dEr9?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga21dEr9_N,۱,۱۳۸۳,۱
۹۴متر۲خ/بازسازی شده/پله ها نرم/تک واحدی/پارکینگ,21700000000,94.0,دبستان,https://divar.ir/v/%DB%B9%DB%B4%D9%85%D8%AA%D8%B1%DB%B2%D8%AE-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%BE%D9%84%D9%87-%D9%87%D8%A7-%D9%86%D8%B1%D9%85-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/ga3lCsC9?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lCsC9_N,۲ از ۴,۱۳۸۰,۲
۱۲۳متر۲خواب فول امکانات/آزادگان/,34000000000,123.0,امیرآباد,https://divar.ir/v/%DB%B1%DB%B2%DB%B3%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A2%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86/ga3li5W0?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3li5W0_N,۱ از ۵,۱۳۸۹,۲
اپارتمان۵۳ متری فول امکانات تک واحدی فروزش,8500000000,53.0,امیر بهادر,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B5%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D8%B1%D9%88%D8%B2%D8%B4/gazEfiUn?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gazEfiUn_N,۴ از ۴,۱۳۹۷,۱
۴۹متر/پارکینگ سندی/سند تک برگ,5000000000,49.0,طرشت,https://divar.ir/v/%DB%B4%DB%B9%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF/ga2tDOjr?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga2tDOjr_N,۲,۱۴۰۱,۱
۴۰متر/آسانسور دار/سبلان شمالی/محسن آزادی,6450000000,40.0,سبلان (لشگر),https://divar.ir/v/%DB%B4%DB%B0%D9%85%D8%AA%D8%B1-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%AF%D8%A7%D8%B1-%D8%B3%D8%A8%D9%84%D8%A7%D9%86-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D9%85%D8%AD%D8%B3%D9%86-%D8%A2%D8%B2%D8%A7%D8%AF%DB%8C/ga3lC61b?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lC61b_N,۲ از ۴,۱۳۹۰,۱
آپارتمان 82 متری خواب در فرجام شرقی تهرانپارس,18600000000,82.0,تهرانپارس غربی,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-82-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AF%D8%B1-%D9%81%D8%B1%D8%AC%D8%A7%D9%85-%D8%B4%D8%B1%D9%82%DB%8C-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3/ga3lSczW?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSczW_N,همکف,۱۳۸۳,۲
اپارتمان ۵۳متر فول امکانات خوش نقشه شهران,13500000000,53.0,شهران شمالی,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B3%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B4%D9%87%D8%B1%D8%A7%D9%86/ga3JR0Jr?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3JR0Jr_N,۳,۱۳۸۵,۱
دروس 200 متر (فرعی مشجر),120000000000,200.0,دروس,https://divar.ir/v/%D8%AF%D8%B1%D9%88%D8%B3-200-%D9%85%D8%AA%D8%B1-%D9%81%D8%B1%D8%B9%DB%8C-%D9%85%D8%B4%D8%AC%D8%B1/gablIdWY?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gablIdWY_N,۴ از ۵,۱۴۰۳,۳
۱۲۰متری/دریاچه چیتگر/اقساطی/سند تکبرگ/برج هتلینگ,2400000000,120.0,گلستان (شهرک راه آهن),https://divar.ir/v/%DB%B1%DB%B2%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D8%B1%DB%8C%D8%A7%DA%86%D9%87-%DA%86%DB%8C%D8%AA%DA%AF%D8%B1-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9%D8%A8%D8%B1%DA%AF-%D8%A8%D8%B1%D8%AC-%D9%87%D8%AA%D9%84%DB%8C%D9%86%DA%AF/gaCBzkhS?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaCBzkhS_N,۱۵ از ۱۸,۱۴۰۵,۳
آپارتمان ۷۱ متری ۲ خواب بازسازی شده نورگیر,7600000000,71.0,شهرک فردوس (حسینی),https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B1-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1/ga3lyi00?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lyi00_N,همکف,۱۳۸۵,۲
آپارتمان52متر/تک واحدی/قصرالدشت,6220000000,52.0,جیحون,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8652%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%82%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%D8%B4%D8%AA/ga3lSkoJ?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSkoJ_N,۲ از ۴,۱۳۸۶,۱
۱۱۸متر ۳خ فول ۱۵۴شرقی فلکه اول تهرانپارس,35000000000,118.0,تهرانپارس جنوبی,https://divar.ir/v/%DB%B1%DB%B1%DB%B8%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE-%D9%81%D9%88%D9%84-%DB%B1%DB%B5%DB%B4%D8%B4%D8%B1%D9%82%DB%8C-%D9%81%D9%84%DA%A9%D9%87-%D8%A7%D9%88%D9%84-%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3/gaCZCgM-?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaCZCgM-_N,۱ از ۶,۱۳۹۵,۳
۶۰ متر عروسک منطقه,9800000000,60.0,سبلان (لشگر),https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9-%D9%85%D9%86%D8%B7%D9%82%D9%87/ga3lyj8u?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lyj8u_N,۴,۱۳۹۷,۱
۵۵متر بر اصلی * تک واحدی نما تراورتن * تک بازدید,6500000000,55.0,امام زاده عبدالله,https://divar.ir/v/%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%A8%D8%B1-%D8%A7%D8%B5%D9%84%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86-%D8%AA%DA%A9-%D8%A8%D8%A7%D8%B2%D8%AF%DB%8C%D8%AF/ga1tOW_3?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga1tOW_3_N,۳ از ۴,۱۳۹۰,۲
۶۲متر/ فول امکانات / کاشانی/ موقعیت بینظیر,10700000000,62.0,دکتر هوشیار,https://divar.ir/v/%DB%B6%DB%B2%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%A8%DB%8C%D9%86%D8%B8%DB%8C%D8%B1/ga0Bnawe?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga0Bnawe_N,۲,۱۳۸۸,۲
145متری *3خواب *تک واحدی *فول امکانات *طرشت,27500000000,145.0,طرشت,https://divar.ir/v/145%D9%85%D8%AA%D8%B1%DB%8C-3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B7%D8%B1%D8%B4%D8%AA/ga3hSuCO?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3hSuCO_N,۵ از ۵,۱۳۹۵,۳
آپارتمان۶۲متری/تکواحدی/دوخواب/سلسبیل,9300000000,62.0,سلسبیل جنوبی,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B6%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84/ga2peFl_?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga2peFl__N,۴ از ۴,۱۳۹۴,۲
سپهر۱۶۵متر۳خوابه فول تک واحد,75000000000,165.0,ایوانک,https://divar.ir/v/%D8%B3%D9%BE%D9%87%D8%B1%DB%B1%DB%B6%DB%B5%D9%85%D8%AA%D8%B1%DB%B3%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF/ga3lCYoR?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lCYoR_N,۲ از ۵,۱۳۹۹,۳
تکواحدی 120متر 3خوابه,21000000000,120.0,شهرآرا,https://divar.ir/v/%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-120%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8%D9%87/gaoMCzKS?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaoMCzKS_N,۳,۱۳۷۲,۳
185مــ اصالت و ژونالی پلاکِ طلایی منطقه,66000000000,185.0,جنت‌آباد مرکزی,https://divar.ir/v/185%D9%85%D9%80%D9%80-%D8%A7%D8%B5%D8%A7%D9%84%D8%AA-%D9%88-%DA%98%D9%88%D9%86%D8%A7%D9%84%DB%8C-%D9%BE%D9%84%D8%A7%DA%A9%D9%90-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C-%D9%85%D9%86%D8%B7%D9%82%D9%87/gakpFVIH?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gakpFVIH_N,۱,۱۴۰۵,۳
۷۱متر/۲خواب/فول/عروسک,14200000000,71.0,سبلان (لشگر),https://divar.ir/v/%DB%B7%DB%B1%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9/gaTRailK?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gaTRailK_N,۴ از ۵,۱۴۰۵,۲
۴۱ متر / فول امکانات / بریانک,6000000000,41.0,بریانک,https://divar.ir/v/%DB%B4%DB%B1-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9/galh-9wO?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_galh-9wO_N,,,
50مترتک خواب/گل طبقات /تخلیه/خوشگل,6150000000,50.0,سلسبیل جنوبی,https://divar.ir/v/50%D9%85%D8%AA%D8%B1%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%DA%AF%D9%84-%D8%B7%D8%A8%D9%82%D8%A7%D8%AA-%D8%AA%D8%AE%D9%84%DB%8C%D9%87-%D8%AE%D9%88%D8%B4%DA%AF%D9%84/ga39R13A?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga39R13A_N,۳ از ۴,۱۳۸۳,۱
47 متر / خوش نقشه /پاسیو دار/خوش مالک اشتر,6100000000,47.0,سلسبیل جنوبی,https://divar.ir/v/47-%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%BE%D8%A7%D8%B3%DB%8C%D9%88-%D8%AF%D8%A7%D8%B1-%D8%AE%D9%88%D8%B4-%D9%85%D8%A7%D9%84%DA%A9-%D8%A7%D8%B4%D8%AA%D8%B1/ga2FPceu?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga2FPceu_N,همکف از ۴,۱۳۷۸,۱
۱۰۰متر / پرده خور ۱۰ واحد / فول امکانات فول گرانیت,26500000000,100.0,سازمان آب,https://divar.ir/v/%DB%B1%DB%B0%DB%B0%D9%85%D8%AA%D8%B1-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%DB%B1%DB%B0-%D9%88%D8%A7%D8%AD%D8%AF-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%81%D9%88%D9%84-%DA%AF%D8%B1%D8%A7%D9%86%DB%8C%D8%AA/ga3lSTgR?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSTgR_N,۱,۱۳۸۹,۲
145 متر / 3خواب / فول امکانات / زیر قیمت منطقه,28900000000,145.0,صادقیه,https://divar.ir/v/145-%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA-%D9%85%D9%86%D8%B7%D9%82%D9%87/ga3lSTfY?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lSTfY_N,۲,۱۳۸۴,۳
۳۵متری+حیاط اختصاصی/خوش‌نقشه,4500000000,35.0,هفت چنار,https://divar.ir/v/%DB%B3%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/ga3xBhRd?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3xBhRd_N,۱ از ۳,۱۳۸۵,۱
۵۶متری/با امکانات/خوش‌نقشه/خوش‌قیمت/تقوی,8500000000,56.0,کرمان,https://divar.ir/v/%DB%B5%DB%B6%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%AE%D9%88%D8%B4-%D9%82%DB%8C%D9%85%D8%AA-%D8%AA%D9%82%D9%88%DB%8C/ga3lyU39?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_ga3lyU39_N,۱ از ۵,۱۳۸۵,۱
۱۳۰متر/عقیلی/بهترین پروژه منطقه,54000000000,130.0,هروی,https://divar.ir/v/%DB%B1%DB%B3%DB%B0%D9%85%D8%AA%D8%B1-%D8%B9%D9%82%DB%8C%D9%84%DB%8C-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D9%BE%D8%B1%D9%88%DA%98%D9%87-%D9%85%D9%86%D8%B7%D9%82%D9%87/gahRti6O?tracker_session_id=b7595e75-98b5-4efc-919d-5c7911fff515_gahRti6O_N,۲,۱۴۰۴,۲
آپارتمان ۵۲ متری با پارکینک سندی,9400000000,52.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%A9-%D8%B3%D9%86%D8%AF%DB%8C/ga39Bjfc?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga39Bjfc_N,۳,۱۳۹۵,۱
آپارتمان ۶۵ متری فول بازسازی,10500000000,65.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C/ga2lPdRM?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2lPdRM_N,۲ از ۳,۱۳۸۵,۲
آپارتمان ۵۴ متری خوش نقشه ، غرق نور ، منطقه ۱۲,8640000000,54.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B4-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%BA%D8%B1%D9%82-%D9%86%D9%88%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87-%DB%B1%DB%B2/gagVv4TN?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gagVv4TN_N,۱ از ۴,۱۳۷۹,۱
۱۰۸ متری ، تک واحدی ، دو خوابه ، فول ، امین حضور,15700000000,108.0,آبشار,https://divar.ir/v/%DB%B1%DB%B0%DB%B8-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DB%8C%D9%86-%D8%AD%D8%B6%D9%88%D8%B1/gacpa_ck?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gacpa_ck_N,۱,۱۳۹۵,۲
۶۰ متری ، دو خوابه ، بازسازی شده ، سرمایه‌گذاری,6700000000,60.0,آبشار,https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C/ga2J_07h?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2J_07h_N,۳ از ۴,۱۳۸۶,۲
۱۴۰ متر نوساز کلید نخورده,28000000000,140.0,آبشار,https://divar.ir/v/%DB%B1%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87/ga2R-bTb?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga2R-bTb_N,۶ از ۶,۱۴۰۵,۳
آپارتمان ۱۰۰ متری سه خوابه,22000000000,100.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8%D9%87/ga21sKHq?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_ga21sKHq_N,۵,۱۴۰۵,۳
آپارتمان ۶۰ متر ۱ خوابه فول امکانات,9200000000,60.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gazlhkTa?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gazlhkTa_N,۳,۱۳۹۳,۱
78متر*دوخواب*fool امکانات*صفر تاصدبازسازی,10800000000,78.0,آبشار,https://divar.ir/v/78%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-fool-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B5%D9%81%D8%B1-%D8%AA%D8%A7%D8%B5%D8%AF%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C/gay9vPUJ?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gay9vPUJ_N,۴ از ۴,۱۳۹۰,۲
آبشار ۹۷متر دوخواب تک واحدی,17300000000,97.0,آبشار,https://divar.ir/v/%D8%A2%D8%A8%D8%B4%D8%A7%D8%B1-%DB%B9%DB%B7%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaARLkaX?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaARLkaX_N,۱ از ۴,۱۳۹۲,۲
آپارتمان ۸۳ متری نوساز، کلیدنخورده ، فول امکانات,13700000000,83.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B8%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gawNbokO?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gawNbokO_N,۱ از ۵,۱۴۰۵,۲
۷۲متری/دوخوابه/فول امکانات,9200000000,72.0,آبشار,https://divar.ir/v/%DB%B7%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaw57HUg?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaw57HUg_N,۳ از ۵,۱۳۹۷,۲
آپارتمان ۷۷ متری نوساز کلید نخورده فول امکانات,12710000000,77.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B7-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gavdw31j?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gavdw31j_N,,,
آپارتمان ۱۰۳ متری خیابان دردار,14000000000,103.0,آبشار,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B0%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AF%D8%B1%D8%AF%D8%A7%D8%B1/gaD5GB4u?tracker_session_id=ea4f2a8c-10f7-46e9-888e-8887426c37dd_gaD5GB4u_N,۲,۱۳۸۰,۲
